configName,signalCount,avgFwd126,winRate126,coveredValidationWindowCount,formal2022Q4,formal2026March,diagnostic2022Q4,diagnostic2026March
btm_dw42_dt35_r14_st21x5_m12x26x9_sma50_atr10_vol50_gap63_entry85_mbo6_rs42_wbalanced,0,0.0,0.0,0,0,0,0,0
btm_dw63_dt35_r21_st9x3_m12x26x9_sma100_atr10_vol50_gap21_entry85_mbo6_rs42_wbalanced,0,0.0,0.0,0,0,0,0,0
btm_dw126_dt35_r7_st14x3_m16x35x9_sma100_atr14_vol50_gap21_entry85_mbo6_rs42_wbalanced,0,0.0,0.0,0,0,0,0,0
btm_dw252_dt35_r10_st21x5_m16x35x9_sma100_atr14_vol50_gap21_entry85_mbo6_rs42_wbalanced,0,0.0,0.0,0,0,0,0,0
btm_dw21_dt8_r14_st9x3_m8x21x5_sma150_atr14_vol10_gap21_entry85_mbo6_rs42_wdeep_repair,0,0.0,0.0,0,0,0,0,0
btm_dw42_dt8_r21_st14x3_m8x21x5_sma150_atr14_vol10_gap21_entry85_mbo6_rs42_wdeep_repair,0,0.0,0.0,0,0,0,0,0
btm_dw63_dt8_r7_st21x5_m12x26x9_sma150_atr20_vol10_gap21_entry85_mbo6_rs42_wdeep_repair,0,0.0,0.0,0,0,0,0,0
btm_dw126_dt8_r10_st9x3_m12x26x9_sma200_atr20_vol10_gap21_entry85_mbo0_rs42_wdeep_repair,1,-0.1564135294228569,0.0,0,0,0,0,0
btm_dw252_dt8_r14_st14x3_m16x35x9_sma200_atr20_vol10_gap42_entry88_mbo0_rs42_wdeep_repair,0,0.0,0.0,0,0,0,0,0
btm_dw21_dt12_r21_st21x5_m16x35x9_sma200_atr20_vol20_gap42_entry88_mbo0_rs42_wdeep_repair,0,0.0,0.0,0,0,0,0,0
btm_dw42_dt12_r7_st9x3_m8x21x5_sma50_atr10_vol20_gap42_entry88_mbo0_rs63_wstructure_retest,5,0.4372242552645894,0.6,0,0,0,0,0
